"";"Q1";"Q2";"Q3";"Q4";"Q5";"Q6";"Q7";"Q8";"Q9";"Q10";"Q11";"Q12";"Q13";"Q14";"Q15";"Q16";"Q17";"Q18";"Q19";"Q20";"Q21";"Q22";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"E18";"E19";"E20";"E21";"E22";"introelapse";"testelapse";"surveyelapse";"TIPI1";"TIPI2";"TIPI3";"TIPI4";"TIPI5";"TIPI6";"TIPI7";"TIPI8";"TIPI9";"TIPI10";"VCL1";"VCL2";"VCL3";"VCL4";"VCL5";"VCL6";"VCL7";"VCL8";"VCL9";"VCL10";"VCL11";"VCL12";"VCL13";"VCL14";"VCL15";"VCL16";"IP_country";"education";"urban";"gender";"engnat";"age";"screenw";"screenh";"hand";"religion";"orientation";"race";"voted";"married";"familysize";"surveyaccurate";"major";"extr";"neur";"amab";"cons";"aber";"rv";"auth"
"58";2;1;1;9;3;7;2;5;8;3;8;2;8;6;7;1;3;9;6;8;8;3;11639;4989;6537;7683;14579;15560;9820;10138;9442;16826;6120;6992;8334;19193;10910;6340;19289;8049;13439;5737;5770;13254;3;233;168;3;7;6;5;6;2;7;6;3;6;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;"US";2;2;2;1;29;1093;614;1;12;1;0;2;2;1;1;"psychology";2,5;7;4;6;6;8;107
"59";3;1;2;9;3;9;2;4;8;2;8;2;8;2;7;1;2;8;2;8;8;2;21835;6055;14148;4126;12588;11462;38166;22213;8510;7356;10116;4219;8241;4968;7792;5359;9506;5352;9200;2266;3965;5319;2089;227;230;2;3;6;2;6;1;4;6;2;6;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";2;3;1;1;20;1600;900;1;2;2;5;1;1;1;1;"Computer Science";1,5;3,5;2;6;6;12;97
"60";2;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;18131;11076;10796;4157;13752;16898;7162;5465;22654;6053;5677;6442;10307;5264;10983;5850;7125;8949;16415;6705;4134;10637;9;217;338;1;6;3;5;7;1;5;3;3;5;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;1;1;1;20;911;512;2;2;1;4;1;1;4;1;"Mathematics";1;5,5;4;3;6;11;100
"61";3;1;6;9;5;8;7;6;7;5;8;6;6;7;7;3;4;9;4;8;7;4;22059;4952;8285;8230;8236;8869;9291;5327;7797;8066;6868;6562;13600;6914;7601;9257;12156;6802;8835;4097;5457;7387;2;188;117;6;6;6;5;6;6;5;3;2;7;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;"US";1;2;2;1;16;1366;768;1;7;1;4;2;1;2;1;"";6;5,5;3,5;4,5;6,5;7;126
"62";6;7;8;7;6;3;9;7;4;8;5;9;3;8;3;5;8;4;6;3;3;8;6754;3653;9991;8170;42506;8927;10149;5810;8458;7578;7016;6881;12001;6262;7895;9170;14369;10851;10009;9258;7097;7618;32;222;174;7;6;5;2;2;6;7;4;5;1;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;2;1;38;1024;640;1;7;1;4;1;2;4;1;"";6,5;6,5;3,5;4,5;1,5;10;117
"63";5;7;5;1;4;1;7;1;5;6;2;8;1;6;5;6;4;1;4;1;1;6;9210;11088;9744;4566;10672;5508;16722;2432;38557;7367;8253;6174;5420;4263;12143;10396;8207;4340;7194;2690;5616;5870;3;197;152;1;3;4;3;6;1;2;3;1;5;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;3;2;1;39;1280;720;1;7;1;4;2;2;3;1;"Art";1;2,5;2;3,5;5,5;13;75
"64";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;5958;5015;5964;3827;7565;5249;13979;5078;3882;4224;6079;6531;8723;4595;4400;3687;7585;6684;4887;6721;7455;3113;11;133;101;2;5;5;5;7;5;5;7;4;7;1;1;0;1;1;0;0;1;1;1;0;1;1;1;1;1;"US";3;2;1;1;19;1920;1080;1;1;1;4;1;1;2;1;"Neuroscience and Computer Science";3,5;5;4,5;6;7;12;100
"65";1;2;2;9;6;9;2;4;9;3;9;1;8;7;3;1;6;9;1;9;9;2;23809;9095;36794;19520;21532;11473;102154;9195;16944;79342;4722;3342;6069;15679;24608;7249;16893;6567;5438;6035;8746;9577;11;446;143;2;3;5;3;5;2;6;3;5;7;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;"US";2;2;1;1;14;1280;800;1;2;1;4;2;1;4;1;"";2;4,5;4;4;6;7;109
"66";2;1;1;9;3;8;7;8;9;6;8;3;7;4;6;3;3;8;2;8;7;1;18655;9126;7753;7616;28101;9316;15669;5145;19269;8148;8133;5370;10333;6734;12014;8501;13268;9113;6904;9501;6012;5587;2;232;124;1;2;5;5;6;2;1;1;1;4;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;1;1;14;802;534;1;2;5;5;2;1;2;1;"";1,5;1,5;3;3;5;9;111
"67";5;3;2;9;2;8;2;5;8;2;7;2;8;4;7;1;4;9;2;8;8;2;138441;16832;23760;5271;29271;16200;21312;8655;23424;15936;21919;17512;20272;42127;18311;10144;26423;12496;17328;9311;10264;17712;38;525;167;3;5;5;7;7;3;7;3;5;7;1;1;0;1;1;0;0;0;0;1;1;0;1;1;1;1;"US";2;2;1;1;45;1344;840;1;1;1;4;2;1;3;1;"";3;6;6;4;7;10;100
"68";1;1;1;9;1;9;1;9;9;1;9;5;9;1;9;1;1;9;1;4;9;1;12139;5837;12644;5419;10515;11530;13303;12705;3574;5348;50888;5054;9163;2862;3030;4331;6322;4216;5232;7160;7821;3356;3;203;116;3;7;6;2;6;2;7;5;1;6;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";4;1;1;1;30;1024;768;1;1;1;4;1;1;2;1;"Religion, Social Work";2,5;7;1,5;5,5;6;13;99
"69";1;1;1;9;2;9;1;8;9;1;9;2;9;1;9;1;1;9;1;8;8;1;5014;2846;2607;2262;6131;3832;6510;4324;4192;3385;3635;8206;5555;3365;4874;2581;13355;4602;16038;2454;4308;3260;308;115;122;1;5;3;6;6;1;7;4;5;5;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";2;3;2;1;32;1280;800;1;4;2;4;1;1;4;1;"";1;6;5,5;3,5;5,5;13;99
"70";2;1;1;8;2;8;2;5;8;2;8;6;8;2;8;2;1;8;2;8;8;2;9693;6504;6674;12348;8682;11428;11698;7944;12233;6604;6335;12065;13817;10043;16852;5825;11193;7283;6831;5436;6969;5555;7;203;194;2;3;6;6;6;4;6;6;5;5;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;"US";2;3;2;1;46;640;360;1;2;1;4;1;2;3;1;"";3;4,5;5,5;6;5,5;12;99
"71";3;1;1;8;4;5;1;5;7;4;8;8;7;4;3;1;1;4;1;9;1;3;19202;4795;9338;9548;37747;21254;12849;5085;44061;8777;11960;13419;13601;17733;19849;19930;18602;10030;8857;9308;9168;28509;8;357;321;1;2;6;5;5;1;2;3;6;7;1;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;"US";2;1;2;1;43;1366;768;1;9;1;5;1;2;2;1;"";1;2;5,5;4,5;6;11;85
"72";6;2;6;8;6;7;6;4;7;6;8;6;6;7;7;7;6;9;7;8;7;6;8349;17111;8600;3992;21350;17951;9323;3122;6179;8998;6602;3268;18955;4524;7486;11419;9695;7728;7221;9978;6141;5737;8;207;112;6;3;6;5;5;6;3;3;3;5;1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;1;"US";3;3;2;1;20;1280;800;1;7;1;4;1;1;2;1;"Anthropology";6;3;4;4,5;5;12;134
"73";5;1;2;9;3;9;2;5;7;1;9;1;8;4;5;1;1;9;1;9;7;3;16379;3232;3024;4842;7348;8834;64229;2639;3815;5148;4492;3078;5120;4625;17473;3147;5278;4996;3519;2338;3104;19990;3;198;122;6;6;5;2;6;6;5;5;2;4;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;3;1;2;23;1920;1080;1;1;1;1;2;1;1;1;"Biological Sciences";6;5,5;2;5;5;13;96
"74";8;2;3;4;4;7;7;5;5;6;7;5;4;5;4;2;7;8;4;9;2;9;11753;12765;8800;5617;20650;30150;12467;5283;12000;14467;10083;7917;12100;22433;18367;10083;17850;18317;10466;13184;7566;16350;3;302;181;1;2;5;3;3;2;6;5;1;6;1;1;0;1;1;0;0;0;0;1;0;1;1;1;1;1;"US";1;2;1;1;16;320;568;1;7;1;4;2;1;3;1;"";1,5;4;2;5;4,5;10;107
"75";6;1;2;8;3;7;2;6;9;2;7;5;3;2;7;2;2;9;2;8;5;3;16185;9643;6675;10348;10697;10565;5612;6812;15807;6649;6636;7265;15292;5274;5475;13248;11469;5275;4746;3275;4386;15323;2;199;153;2;3;6;1;6;3;3;7;2;3;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";4;3;1;1;24;1440;900;1;4;3;4;1;1;4;1;"Accounting";2,5;3;1,5;6,5;4,5;11;94
"76";5;9;9;1;7;1;9;1;1;9;1;9;1;9;1;9;9;1;9;1;1;9;26740;4790;12150;4780;17140;7360;88090;4590;9360;5400;4800;4780;6300;16360;4070;7300;11690;6380;15990;4080;3640;8680;3;276;190;1;6;5;5;1;1;7;6;3;2;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;"US";2;2;2;1;28;1600;900;1;6;1;3;2;1;4;1;"Early Childhood Education";1;6,5;4;5,5;1,5;8;98
"77";6;1;3;9;5;5;2;7;7;4;9;2;8;5;7;1;4;9;5;9;8;6;23515;5896;14294;11978;30906;11082;9845;8341;6751;9908;4600;7310;12088;10090;17177;8514;21442;6554;10776;3742;7424;7334;5;251;331;5;2;6;3;7;4;5;6;3;6;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1;"US";4;2;1;1;25;1920;1080;1;6;0;4;1;1;2;1;"Economics";4,5;3,5;3;6;6,5;12;115
"78";3;1;2;9;2;9;3;8;8;3;9;5;8;3;6;2;5;9;3;9;5;3;29179;12698;17509;8749;16515;9781;13484;7054;7598;9052;6866;6517;18966;10175;11926;8397;11534;8675;10193;6300;15309;7817;2;256;124;1;5;4;5;7;1;5;2;1;4;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;2;1;1;23;1280;800;2;1;1;1;2;1;3;1;"Physics";1;5;3;3;5,5;10;111
"79";7;1;6;8;7;7;2;1;8;2;9;1;7;5;8;2;3;9;7;8;6;8;13637;2996;11544;5777;12112;16006;12434;3302;13722;14010;3888;2990;12381;12517;3750;8300;10764;6561;16540;4116;5228;8724;13;203;132;6;2;3;7;6;7;5;1;6;7;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;"US";2;2;2;1;16;1280;768;3;4;4;4;2;1;3;1;"Criminal psycology";6,5;3,5;6,5;2;6,5;13;114
"80";2;1;1;9;1;9;1;9;9;1;9;2;9;1;9;1;1;9;1;9;9;1;10273;3344;7079;5640;4344;13344;6984;3642;4445;6440;6376;12336;5999;9681;7655;4160;6184;5247;7056;5448;4760;7080;24;150;146;3;4;6;2;5;1;7;4;3;5;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;"US";3;2;1;1;57;1280;1024;1;2;1;4;1;2;6;1;"Biochemistry";2;5,5;2,5;5;5;11;101
"81";7;2;9;2;8;3;9;1;3;9;3;8;5;9;2;6;6;8;8;7;4;5;18563;8614;5667;10350;12067;12532;5768;8183;9467;8316;5467;8248;9017;5534;9435;14565;6649;7884;6234;17133;5450;5750;1425;204;30602;5;1;6;7;7;5;5;3;5;7;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;1;"US";2;2;0;1;17;320;568;1;7;1;4;2;1;1;1;"";5;3;6;4,5;7;9;115
"82";2;3;9;3;2;2;8;5;7;7;4;9;2;9;3;6;8;7;4;5;2;3;23316;18854;14397;10222;10283;13769;15668;7518;8949;11102;17901;12752;12201;9666;17801;14136;10399;23619;10069;8884;5866;12101;3;296;181;7;3;7;2;6;3;4;7;1;5;0;1;1;1;1;0;0;0;0;1;0;1;0;1;1;1;"US";1;2;1;1;17;320;568;2;4;1;5;2;1;3;1;"";5;3,5;1,5;7;5,5;9;105
"83";6;1;1;9;1;9;1;9;7;1;9;1;9;1;8;1;2;9;4;8;8;1;16240;4161;5670;2710;15603;3351;9813;3332;15627;4128;3509;2755;7306;5302;5277;3236;5892;6178;7397;6118;3701;4233;1;140;97;7;2;1;5;7;7;6;2;2;7;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";1;2;2;1;15;1600;900;1;1;2;4;2;1;2;1;"";7;4;3,5;1,5;7;10;99
"84";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;7779;2681;6899;2395;4761;6995;7900;8009;8289;4938;5470;3978;3348;2920;6948;3535;5253;5084;5034;3976;3296;4943;3;117;197;1;6;7;7;5;3;5;5;6;2;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;"US";2;3;2;1;18;1440;960;1;1;2;4;2;1;3;1;"Linguistics";2;5,5;6,5;6;3,5;11;100
"85";3;1;2;8;3;8;1;6;2;1;7;5;8;1;7;1;1;9;1;9;8;1;11211;4740;5831;3125;16520;6801;9245;3983;7449;5688;5695;9115;8942;4162;9447;4636;5904;5160;4535;2750;6947;4571;4;148;147;3;7;5;6;6;5;6;5;2;6;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1;"US";3;3;2;1;39;768;1024;1;12;1;4;1;2;2;1;"Veterinary science";4;6,5;4;5;6;12;89
"86";1;1;1;9;1;9;1;8;9;1;9;1;9;1;9;1;1;9;1;9;9;1;9625;5971;5688;6007;13850;10309;7409;4702;5570;5514;6187;5012;8232;4938;6680;5588;6673;6537;5845;3569;3709;5531;2;149;160;3;6;6;4;7;2;7;4;2;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"US";3;3;2;1;30;601;962;1;2;5;4;1;2;2;1;"anthropology";2,5;6,5;3;5;7;16;99
"87";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;9918;7818;6220;4976;15769;9308;8944;4707;7094;7527;5459;7446;179502;6122;6138;5204;6541;6772;6960;11992;5423;5953;4;339;135;6;4;7;4;5;5;5;7;4;7;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;"US";4;1;2;1;25;1280;800;1;2;1;4;1;1;6;1;"Mathematics and biology";5,5;4,5;4;7;6;12;100
"88";4;2;4;8;3;9;3;7;9;4;5;4;7;4;8;3;6;6;3;8;7;6;25842;13426;25239;8850;13447;9494;33870;5021;27620;7450;11550;8134;18184;12099;10784;20422;29832;9689;17255;9900;33742;10778;4;374;179;2;3;5;6;6;2;6;3;6;6;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;"US";2;3;2;1;51;1600;900;1;1;2;4;2;3;3;1;"";2;4,5;6;4;6;12;114
"89";3;1;2;9;3;8;1;8;9;1;9;2;9;4;8;2;2;9;3;9;7;2;11841;4758;8652;3792;9570;13846;10240;5609;8902;6439;9008;6068;13222;7479;9067;6837;11593;8074;11930;5701;9715;18937;7;203;132;5;5;4;5;6;3;6;2;3;6;1;1;1;1;1;0;0;0;0;1;0;0;0;1;1;1;"US";1;2;2;2;16;768;1024;2;1;1;5;2;1;2;1;"";4;5,5;4;3;6;9;107
"90";5;6;9;7;8;4;9;2;5;9;6;8;2;9;7;7;8;5;9;8;5;9;19214;9776;12062;9977;17884;13130;19236;11512;9809;6708;17683;12163;41807;8977;15382;11962;9843;8225;11895;6690;7207;9410;31;295;221;5;1;5;7;6;1;7;3;3;5;1;1;0;1;1;0;0;0;0;1;0;0;1;0;1;1;"US";2;3;1;1;21;1920;1080;1;7;1;5;1;1;4;1;"";3;4;5;4;5,5;8;136
"91";3;1;2;9;1;6;1;5;7;2;8;4;8;2;8;2;2;8;1;4;8;2;10619;6294;12561;8218;8192;12516;13238;18263;9673;10504;8071;6644;12950;8423;10830;15774;15440;10552;8030;6993;11601;5789;1874;233;161;1;3;4;6;4;2;2;3;5;6;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;"US";4;1;3;1;50;1440;900;1;6;1;4;1;2;3;1;"Theatre";1,5;2,5;5,5;3,5;5;13;90
"92";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;15046;10306;19642;4056;11004;8063;14665;18848;8609;8845;7766;8733;13676;20701;23738;4809;20926;6308;11955;5795;7167;8035;68;261;185;1;2;6;7;7;1;7;2;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"US";1;2;2;1;16;1600;900;1;1;5;4;2;1;3;1;"";1;4,5;6;4;7;0;100
"93";2;1;1;9;1;9;1;9;9;1;9;2;8;1;8;1;1;9;1;9;8;1;15475;4110;4810;4752;6293;9789;6452;4301;4577;4175;13057;8150;7226;5032;4843;7427;7199;6861;6048;3889;6656;10190;2117;153;152;3;2;2;6;6;4;3;2;7;6;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";2;1;1;1;45;0;0;2;12;1;4;1;1;1;1;"physics";3,5;2,5;6,5;2;6;13;98
"94";3;1;1;8;4;8;4;5;5;3;7;3;7;5;5;1;2;8;3;7;5;1;34601;26326;11373;4768;11753;5689;11153;4264;33390;5409;9780;4201;24062;4468;4849;7792;17422;6253;6019;4164;3987;8549;1;252;146;4;6;5;4;6;1;6;4;3;6;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;1;2;1;19;1366;768;2;7;1;4;2;1;3;1;"";2,5;6;3,5;4,5;6;11;92
"95";9;9;9;5;6;9;9;3;5;7;4;4;6;9;4;4;8;6;3;4;2;6;16304;12352;9658;7568;21902;9569;12806;13914;11454;10124;11151;9349;16544;7930;17325;12781;11658;24042;17478;8006;8938;10614;8;286;182;5;1;6;6;6;2;1;2;6;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"US";2;3;1;1;24;720;1280;1;2;1;5;2;3;4;1;"War ";3,5;1;6;4;5;16;113
"96";5;1;9;9;1;9;1;1;6;9;9;5;3;9;2;1;8;8;5;6;2;6;14750;14728;6904;4592;11745;8447;9544;9896;17568;14439;10673;10159;21520;4792;15409;5815;14448;21544;9240;9216;7432;10744;17;258;125;1;2;2;7;5;1;1;1;7;1;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";1;1;1;1;15;1920;1080;1;1;1;4;2;1;3;1;"";1;1,5;7;1,5;3;9;109
"97";4;1;2;8;3;8;3;7;8;5;8;3;7;3;7;3;3;8;2;9;8;2;12056;4238;8212;3836;5435;9736;6121;6309;3702;8914;3004;3517;7776;4453;6880;7380;10170;5004;5792;3182;6993;4075;2;138;85;3;3;6;7;4;1;6;4;5;3;1;1;0;1;1;0;0;1;0;1;0;1;1;1;1;1;"US";1;3;2;1;18;1280;800;1;2;2;4;2;1;3;1;"";2;4,5;6;5;3,5;11;107
"98";2;1;2;9;2;9;2;8;9;2;9;2;9;2;9;1;2;1;2;8;8;1;8467;6871;5384;6518;7806;8057;10503;8485;9272;14441;10821;6988;11255;9321;12106;9405;13024;11540;8938;11470;16242;7454;6;219;240;6;5;5;5;6;6;7;3;2;7;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";3;2;2;1;29;320;568;1;1;1;4;1;1;1;1;"Political science ";6;6;3,5;4;6,5;10;97
"99";7;2;7;9;8;4;8;9;1;6;3;5;2;8;2;3;7;8;7;4;3;7;17899;9958;7469;5858;9668;8094;7120;7649;4970;5301;5065;5030;3983;5249;3949;12961;6214;4592;5928;4134;4150;7234;2;158;138;1;2;7;7;6;1;1;7;2;3;1;1;0;1;1;1;0;0;0;0;0;0;1;1;1;1;"US";3;2;1;1;22;360;640;1;4;1;4;2;1;2;1;"Accounting ";1;1,5;4,5;7;4,5;9;111
"100";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;8278;4838;5496;3520;5824;10408;5464;3496;4840;3831;5161;3311;7513;5752;4743;3920;4153;5463;9864;4313;3919;5224;4;121;115;2;3;6;6;6;1;5;3;2;7;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"US";3;2;1;1;20;1366;768;1;2;1;4;1;1;3;1;"English";1,5;4;4;4,5;6,5;2;100
"101";5;1;1;9;5;9;1;2;8;3;9;2;7;6;6;1;1;9;4;9;8;1;9525;3010;5350;4659;5785;4360;12763;5872;3469;5344;2757;3264;7023;4384;4514;3688;4583;3639;7515;2081;4235;3503;9;113;93;2;7;7;2;6;3;5;4;2;3;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;"US";1;2;2;1;16;1366;768;1;4;1;4;2;1;3;1;"";2,5;6;2;5,5;4,5;11;101
"102";2;1;2;9;2;7;2;7;8;3;8;2;8;2;9;2;2;8;2;8;8;1;4349;2419;2264;2932;4640;7112;9899;3828;3176;2335;3856;2740;3172;6056;4808;4236;4247;2404;2860;8692;4164;8091;3274;100;84;2;6;4;5;6;2;7;6;4;3;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;1;1;19;1920;1080;1;1;5;4;2;1;1;1;"linguistics";2;6,5;4,5;5;4,5;10;100
"103";1;1;1;8;1;4;1;1;9;4;9;3;9;7;9;7;9;9;6;9;9;5;8533;8347;8137;12141;15397;14076;10054;4734;6112;24423;6061802;6730;34754;16103;7289;26259;51680;16578;20147;5302;6315;14255;725;6384;131;3;2;4;4;6;1;5;3;4;7;1;1;0;1;1;0;0;0;0;0;0;0;1;1;1;1;"US";1;2;1;1;17;1366;768;1;4;1;4;2;1;2;1;"";2;3,5;4;3,5;6,5;8;120
"104";3;1;2;7;2;5;6;5;8;6;7;7;8;3;6;2;1;9;8;7;9;2;18803;12572;24680;9568;27941;23763;14667;8793;31454;9128;9275;8083;12528;10413;47896;15446;13102;15119;18524;16292;12403;15472;11;381;226;6;2;6;6;7;6;7;2;3;7;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";1;3;2;1;29;0;0;1;1;2;4;2;1;2;1;"";6;4,5;4,5;4;7;10;110
"105";7;1;1;9;4;9;7;7;9;4;9;3;8;2;5;1;1;9;1;8;5;1;8364;7873;9543;3390;13420;13459;13421;10848;15067;7117;33029;12560;11113;15487;9046;9894;5239;9648;8059;3190;6073;21598;301;250;208;3;3;3;4;5;3;6;2;6;6;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;"US";3;2;1;1;22;1366;768;1;2;1;4;1;1;1;1;"AA/ Working on Physics";3;4,5;5;2,5;5,5;8;103
"106";3;1;1;9;2;9;1;8;9;1;9;1;9;1;8;1;2;9;1;9;9;1;8446;3127;4162;6509;8073;6579;4345;3612;6499;7430;3959;4295;10050;5327;3704;4835;9475;4849;5386;2220;3961;4687;8;124;104;2;3;5;6;3;3;5;5;4;7;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;"US";3;2;2;1;28;1366;768;2;2;2;4;1;2;2;1;"business ";2,5;4;5;5;5;13;100
"107";3;5;1;9;1;9;5;9;8;8;7;7;6;5;7;1;1;5;3;7;5;1;19279;11018;9933;4667;9838;8627;12580;5865;10291;9741;9222;9082;20386;12801;10913;7975;12658;8521;13339;7142;8047;13505;75;238;134;7;6;6;4;7;7;7;7;6;7;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;"US";2;2;1;1;18;360;640;1;2;1;4;2;1;4;1;"";7;6,5;5;6,5;7;8;105
"108";3;2;1;8;2;5;3;7;8;6;9;5;6;1;6;2;8;8;4;8;5;3;15990;18673;11139;12683;9906;14618;13353;9875;8939;16162;7472;15382;9828;10312;13619;8970;24477;8518;13244;7426;7722;23119;52;283;151;2;6;6;3;7;1;5;2;3;3;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;"US";3;0;1;1;65;1280;960;1;1;1;4;1;2;3;1;"History";1,5;5,5;3;4;5;11;105
"109";3;1;1;9;1;9;3;9;9;9;9;3;9;4;6;1;1;9;6;8;9;1;10214;22559;43061;6332;8374;13445;42832;27848;7837;9097;9392;12322;10642;14343;16685;22630;16038;6644;16225;13670;6441;11882;633;629;217;3;3;7;1;7;1;2;4;2;6;1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;"US";2;2;1;1;47;768;1024;1;2;1;4;1;2;7;1;"Physics";2;2,5;1,5;5,5;6,5;12;116
"110";8;8;9;2;6;8;9;1;1;9;1;9;1;9;1;4;9;1;9;1;1;9;7067;4345;5934;3281;15125;7610;15755;2185;6027;4379;4929;2674;7201;4616;7929;7826;5818;4040;6861;3155;2478;3976;2;134;82;1;4;3;5;3;1;2;2;3;1;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;1;1;17;1920;1080;1;2;1;4;2;1;3;1;"";1;3;4;2,5;2;9;100
"111";7;6;9;1;3;1;9;3;6;9;6;9;1;9;2;7;8;3;7;7;1;8;23062;18122;14908;4822;15952;9575;10237;5732;19049;16133;17884;8758;9155;8349;25857;19042;12784;10975;11575;8487;5047;8011;1;285;149;5;1;3;7;6;2;2;7;7;4;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1;1;"US";2;3;1;1;24;1920;1080;1;4;1;4;2;1;1;1;"";3,5;1,5;7;5;5;11;109
"112";8;7;9;8;7;2;9;5;2;9;4;8;1;9;2;1;6;8;8;2;1;7;9544;10599;10416;4824;20136;6008;4992;8704;11232;5592;9440;8416;8776;9824;14472;3320;8289;9072;6791;3625;5712;18664;2;199;301;1;3;7;5;3;1;5;1;7;7;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";3;1;2;1;30;1920;1200;1;6;2;4;1;2;3;1;"Fine Art";1;4;6;4;5;10;108
"113";4;2;2;3;4;4;3;8;8;4;7;4;6;4;7;2;3;8;3;8;6;3;31334;12270;15271;9340;22340;9611;25232;13156;7850;19142;26106;6980;14910;30238;33477;11600;26694;10972;13111;5620;9568;11470;3;367;184;5;5;5;2;6;2;5;4;2;6;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";4;1;1;1;43;1920;1200;1;2;1;4;1;2;3;1;"Business";3,5;5;2;4,5;6;9;97
"114";1;5;9;1;1;1;9;1;9;9;1;9;1;9;9;9;9;9;5;1;1;9;17175;5553;8514;6852;9598;7383;13749;3929;5754;5309;6301;4655;8510;5868;10969;6926;19780;7900;15026;6105;3750;10611;26;190;166;3;3;6;1;4;1;7;7;1;7;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";1;1;1;1;24;1024;768;1;7;1;4;2;1;1;1;"";2;5;1;6,5;5,5;9;112
"115";6;1;3;9;2;9;2;9;7;2;9;6;6;3;7;1;1;9;2;9;5;3;19256;8250;23970;7269;13633;7863;27482;5533;18926;8329;5692;9950;18411;9460;13200;8958;33163;6539;12557;12126;4493;7088;3;283;154;5;5;7;3;6;3;3;6;1;6;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";3;1;1;1;37;1366;768;1;1;1;4;1;2;2;1;"English";4;4;2;6,5;6;10;104
"116";2;1;1;8;2;7;1;7;9;1;9;2;8;3;8;1;1;9;1;8;8;2;9840;4368;7231;9648;9904;13560;14176;4583;5088;4896;4160;5712;8184;14751;5104;7920;7416;4456;7272;3520;3472;4735;65;161;159;5;2;6;3;6;4;6;3;3;7;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;"US";3;3;1;1;26;1680;1050;1;2;5;4;2;1;2;1;"Studio Art, Classics";4,5;4;3;4,5;6,5;12;96
